Cronobacter turicensis	413502	species
Cronobacter malonaticus	413503	species
Cronobacter dublinensis subsp. dublinensis LMG 23823	1159554	strain
Cronobacter muytjensii ATCC 51329	1159613	strain
Cronobacter condimenti	1163710	species
Cronobacter turicensis	413502	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter turicensis	413502	species
Cronobacter sakazakii	28141	species
Cronobacter	413496	genus
Cronobacter malonaticus LMG 23826	1159491	strain
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter sakazakii	28141	species
Cronobacter malonaticus	413503	species
Cronobacter sakazakii	28141	species
Curvibacter	281915	genus
Synechococcus sp. WH 7803	32051	species
Synechococcus sp. WH 7803	32051	species
Prochlorococcus marinus str. NATL2A	59920	strain
Synechococcus	1129	genus
Prochlorococcus marinus str. NATL2A	59920	strain
Leptolyngbya boryana	1184	species
Leptolyngbya	47251	genus
Prochlorococcus marinus str. MIT 9313	74547	strain
Synechococcus	1129	genus
Synechococcus	1129	genus
Synechococcus	1129	genus
Synechococcus sp. WH 8109	166314	species
Synechococcus sp. WH 8109	166314	species
Synechococcus	1129	genus
Synechococcus	1129	genus
Prochlorococcus marinus subsp. marinus str. CCMP1375	167539	strain
Synechococcus	1129	genus
Synechococcus	1129	genus
Geobacillus	129337	genus
Delftia	80865	genus
Delftia acidovorans	80866	species
Delftia tsuruhatensis	180282	species
Dickeya fangzhongdai	1778540	species
Dickeya solani	1089444	species
Dickeya solani	1089444	species
Dickeya solani	1089444	species
Dickeya solani	1089444	species
Dickeya solani	1089444	species
Dickeya	204037	genus
Dickeya solani MK10	1224151	strain
Dickeya solani	1089444	species
Dickeya solani MK10	1224151	strain
Dickeya solani MK10	1224151	strain
Dickeya solani	1089444	species
Dinoroseobacter shibae	215813	species
Dinoroseobacter shibae DFL 12 = DSM 16493	398580	strain
Dinoroseobacter shibae	215813	species
Dinoroseobacter shibae DFL 12 = DSM 16493	398580	strain
Dinoroseobacter shibae	215813	species
Dinoroseobacter shibae DFL 12 = DSM 16493	398580	strain
Dinoroseobacter shibae	215813	species
Edwardsiella anguillarum	1821960	species
Edwardsiella ictaluri	67780	species
Edwardsiella ictaluri	67780	species
Edwardsiella tarda	636	species
Edwardsiella tarda	636	species
Edwardsiella tarda	636	species
Edwardsiella tarda	636	species
Edwardsiella ictaluri	67780	species
Edwardsiella ictaluri	67780	species
Edwardsiella tarda	636	species
Eggerthella lenta	84112	species
Enterobacter	547	genus
Escherichia coli	562	species
Enterobacter cloacae	550	species
Enterobacter cloacae	550	species
Enterobacter cloacae	550	species
Enterobacter cloacae	550	species
Enterobacter cloacae	550	species
Enterobacter cloacae	550	species
Enterobacter cancerogenus	69218	species
Enterobacter asburiae	61645	species
Klebsiella aerogenes	548	species
Enterobacter	547	genus
Enterobacter cloacae	550	species
Enterobacter cloacae	550	species
Klebsiella aerogenes	548	species
Klebsiella aerogenes	548	species
Klebsiella aerogenes	548	species
Enterobacter cloacae	550	species
Enterobacter cloacae	550	species
Enterobacter	547	genus
Enterobacter cloacae	550	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli RS218	439184	strain
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli C	498388	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli K-12	83333	strain
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Pseudomonas aeruginosa	287	species
Pseudomonas fluorescens	294	species
Pseudomonas putida	303	species
Acinetobacter calcoaceticus	471	species
Escherichia coli	562	species
Proteus mirabilis	584	species
Vibrio cholerae	666	species
Salmonella enterica subsp. enterica serovar Typhimurium	90371	no rank
Escherichia coli	562	species
Escherichia coli B	37762	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli B	37762	strain
Escherichia coli B	37762	strain
Escherichia coli B	37762	strain
Escherichia coli	562	species
Escherichia coli B	37762	strain
Escherichia coli B	37762	strain
Escherichia coli	562	species
Escherichia coli B	37762	strain
Escherichia coli B	37762	strain
Escherichia coli B	37762	strain
Escherichia coli	562	species
Escherichia coli B	37762	strain
Escherichia coli C	498388	strain
Shigella flexneri	623	species
Shigella flexneri	623	species
Shigella flexneri	623	species
Escherichia coli	562	species
Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	85569	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Salmonella enterica subsp. enterica	59201	subspecies
Escherichia coli BL21(DE3)	469008	strain
Escherichia coli BL21(DE3)	469008	strain
Escherichia coli BL21(DE3)	469008	strain
Escherichia coli BL21(DE3)	469008	strain
Escherichia coli BL21	511693	strain
Escherichia coli BL21(DE3)	469008	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Salmonella enterica subsp. enterica	59201	subspecies
Enterococcus faecium	1352	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecium	1352	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis 62	936153	strain
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecium	1352	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecium	1352	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus	1350	genus
Enterococcus faecium	1352	species
Enterococcus faecium	1352	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecium	1352	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecium	1352	species
Enterococcus faecium	1352	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis	1351	species
Enterococcus faecalis V583	226185	strain
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia tracheiphila	65700	species
Erwinia amylovora	552	species
Erwinia	551	genus
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia pyrifoliae	79967	species
Erwinia pyrifoliae	79967	species
Erwinia pyrifoliae	79967	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia pyrifoliae	79967	species
Erwinia tasmaniensis	338565	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erwinia amylovora	552	species
Erysipelothrix rhusiopathiae	1648	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Citrobacter rodentium	67825	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli O157	1045010	serogroup
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli BL21(DE3)	469008	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli C	498388	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia	561	genus
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia	561	genus
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Salmonella	590	genus
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli K-12	83333	strain
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli str. K-12 substr. MG1655	511145	no rank
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli	562	species
Escherichia coli BL21(DE3)	469008	strain
Escherichia coli O145	1055538	serogroup
